,taxID,Virus,exact_match,loose_match,drugs_exact,drugs_loose,Host_parsed,Human_host
154,71421,Haemophilus influenzae Rd KW20,1,1,DB00218;DB00365;DB00467;DB00487;DB00537;DB00685;DB00978;DB01059;DB01137;DB01155;DB01165;DB01208;DB01405;DB04576;DB06771;DB09047;DB00218;DB00365;DB00467;DB00487;DB00537;DB00685;DB00827;DB00978;DB01059;DB01137;DB01155;DB01165;DB01208;DB01405;DB04576;DB06771;DB09047;DB12924;DB00303;DB00671;DB00303;DB01321;DB01673;DB03909;DB04395;DB01752;DB01752;DB01955;DB01992;DB01992;DB02278;DB02363;DB03423;DB03461;DB03502;DB04498;DB03754;DB03814;DB04272;DB04482;DB07041;DB08344;DB08367,DB00218;DB00365;DB00467;DB00487;DB00537;DB00685;DB00978;DB01059;DB01137;DB01155;DB01165;DB01208;DB01405;DB04576;DB06771;DB09047;DB00218;DB00365;DB00467;DB00487;DB00537;DB00685;DB00827;DB00978;DB01059;DB01137;DB01155;DB01165;DB01208;DB01405;DB04576;DB06771;DB09047;DB12924;DB00303;DB00671;DB00303;DB01321;DB01673;DB03909;DB04395;DB01752;DB01752;DB01955;DB01992;DB01992;DB02278;DB02363;DB03423;DB03461;DB03502;DB04498;DB03754;DB03814;DB04272;DB04482;DB07041;DB08344;DB08367,Non-Viral_Bacteria,2
156,573,Klebsiella pneumoniae,1,1,DB01987;DB02327;DB03361;DB02379;DB03205;DB03970;DB08116;DB09060;DB12107;DB04414;DB04494;DB09060;DB09060;DB12107;DB12107;DB12377;DB12107;DB12107,DB01987;DB02327;DB03361;DB02379;DB03205;DB03970;DB08116;DB09060;DB12107;DB04414;DB04494;DB09060;DB09060;DB12107;DB12107;DB12377;DB12107;DB12107,Non-Viral_Bacteria,2
157,119602,Streptococcus dysgalactiae SUBSPECIES EQUISSIMILIS,1,1,DB02836;DB04315,DB02836;DB04315,Non-Viral_Bacteria,2
158,169963,Listeria monocytogenes STRAIN EGD-e,1,1,DB01692;DB03654;DB04447;DB02343;DB03106,DB01692;DB03654;DB04447;DB02343;DB03106,Non-Viral_Bacteria,2
160,243277,Vibrio cholerae SEROTYPE O1 BIOTYPE El Tor STRAIN N16961,1,1,DB01694;DB02032;DB02213;DB02379;DB02474;DB02572;DB02574;DB02802;DB02903;DB03077;DB03235;DB03524;DB03721;DB03754;DB04073;DB04210;DB02893;DB03556;DB04395;DB07432;DB08704;DB07463;DB08364,DB01694;DB02032;DB02213;DB02379;DB02474;DB02572;DB02574;DB02802;DB02903;DB03077;DB03235;DB03524;DB03721;DB03754;DB04073;DB04210;DB02893;DB03556;DB04395;DB07432;DB08704;DB07463;DB08364,Non-Viral_Bacteria,2
165,301447,Streptococcus pyogenes SEROTYPE M1,1,1,DB01256;DB06145;DB04310;DB08272,DB01256;DB06145;DB04310;DB08272,Non-Viral_Bacteria,2
169,197,Campylobacter jejuni,1,1,DB03403,DB03403,Non-Viral_Bacteria,2
170,85963,Helicobacter pylori STRAIN J99,1,1,DB03247;DB08698,DB03247;DB08698,Non-Viral_Bacteria,2
178,315277,Chlamydia trachomatis STRAIN A/HAR-13,0,0,NA,NA,Non-Viral_Bacteria,2
202,480,Moraxella catarrhalis,0,0,NA,NA,Non-Viral_Bacteria,2
204,272634,Mycoplasma pneumoniae STRAIN M129,1,1,DB02800,DB02800,Non-Viral_Bacteria,2
210,1505,Clostridium sordellii,0,0,NA,NA,Non-Viral_Bacteria,2
214,563041,Helicobacter pylori G27,0,1,NA,DB01060;DB02930;DB04216;DB06949;DB06950;DB06978;DB07044;DB07097;DB07098;DB07352;DB07715;DB08517;DB08753;DB08754;DB00916;DB01694;DB08558;DB01942;DB01952;DB03345;DB03730;DB03801;DB03247;DB03868;DB04698;DB04099;DB04393;DB08604;DB07445;DB09275;DB09510;DB09513;DB03247;DB08698,Non-Viral_Bacteria,2
215,257309,Corynebacterium diphtheriae NCTC 13129,1,1,DB02772,DB02772,Non-Viral_Bacteria,2
224,272624,Legionella pneumophila SUBSPECIES PNEUMOPHILA STRAIN PHILADEPHIA,0,0,NA,NA,Non-Viral_Bacteria,2
227,177416,Francisella tularensis SUBSPECIES TULARENSIS SCHU S4,0,0,NA,NA,Non-Viral_Bacteria,2
228,119856,Francisella tularensis SUBSPECIES TULARENSIS,0,0,NA,NA,Non-Viral_Bacteria,2
231,353796,Streptomyces sp. KK565,0,0,NA,NA,Non-Viral_Bacteria,2
232,257313,Bordetella pertussis STRAIN Tohama I,0,0,NA,NA,Non-Viral_Bacteria,2
241,701177,Escherichia coli O55:H7 STRAIN CB9615,0,1,NA,DB00446;DB07492;DB07565;DB08621;DB00537;DB00634;DB00759;DB01606;DB02579;DB03057;DB03445;DB03472;DB03834;DB03970;DB09060;DB12377;DB01702;DB07331;DB08193;DB08327;DB08559;DB01808;DB03289;DB03352;DB04456;DB01912;DB02182;DB08440;DB02213;DB03242;DB03421;DB03446;DB03793;DB04040;DB04396;DB02379;DB02415;DB04233;DB02431;DB03403;DB03721;DB04482;DB04555;DB02453;DB04395;DB04456;DB02614;DB02642;DB02841;DB04035;DB04037;DB04430;DB07464;DB07466;DB07599;DB08551;DB09060;DB12107;DB12377;DB02703;DB02772;DB02841;DB06889;DB07055;DB07729;DB07808;DB07823;DB07824;DB07865;DB08551;DB02772;DB04035;DB09060;DB12107;DB12377;DB03450;DB08375;DB03472;DB09060;DB03801;DB04039;DB04147;DB04147;DB04147;DB04233;DB04147;DB04147;DB04147;DB04395;DB08217;DB08651;DB09060;DB12107;DB00140;DB00173;DB02158;DB02281;DB02933;DB08606;DB00173;DB02379;DB03366;DB09462;DB00256;DB00453;DB00560;DB00595;DB00618;DB01017;DB01301;DB00256;DB00453;DB00595;DB00618;DB01017;DB12329;DB00259;DB00263;DB00576;DB00634;DB01015;DB01298;DB01581;DB01582;DB06729;DB06821;DB14033;DB00260;DB00267;DB00274;DB00303;DB00430;DB00438;DB01327;DB01328;DB01329;DB01331;DB01413;DB01415;DB01416;DB04918;DB00274;DB00303;DB00430;DB00438;DB01327;DB01328;DB01329;DB01331;DB01332;DB01333;DB01414;DB01415;DB01598;DB04570;DB06211;DB00274;DB00303;DB00430;DB00438;DB00689;DB01327;DB01328;DB01329;DB01331;DB01332;DB01414;DB01415;DB01598;DB04570;DB06211;DB11367;DB00274;DB01329;DB01331;DB04647;DB00274;DB00303;DB00430;DB01329;DB01331;DB01332;DB00303;DB00438;DB00948;DB01163;DB01327;DB01328;DB01329;DB01413;DB01415;DB01598;DB06211;DB09050;DB00303;DB00417;DB00760;DB01328;DB01329;DB01331;DB04570;DB14879;DB00336;DB00336;DB03147;DB00336;DB00336;DB00440;DB02015;DB02363;DB03461;DB03904;DB07262;DB11596;DB12769;DB00446;DB00452;DB00479;DB00560;DB00684;DB00798;DB00919;DB00955;DB00994;DB01082;DB01172;DB03615;DB04729;DB06696;DB00456;DB01147;DB01896;DB02094;DB02247;DB02503;DB02588;DB02627;DB02772;DB02797;DB02858;DB03140;DB03437;DB03530;DB03658;DB04035;DB04293;DB04360;DB06922;DB07057;DB07114;DB07541;DB07663;DB07803;DB07823;DB07824;DB07825;DB07850;DB07927;DB08306;DB08336;DB08337;DB08375;DB08551;DB08552;DB08573;DB08623;DB08731;DB00536;DB09462;DB00537;DB11943;DB00548;DB08432;DB00560;DB00560;DB00759;DB09093;DB12455;DB12615;DB00560;DB00759;DB09093;DB12455;DB00578;DB09050;DB09319;DB00581;DB00615;DB11753;DB00615;DB01045;DB01220;DB04934;DB11753;DB00615;DB11753;DB00698;DB00698;DB03247;DB00698;DB00730;DB07490;DB07918;DB00756;DB03147;DB00759;DB09093;DB12455;DB13092;DB00759;DB09093;DB12455;DB00759;DB09093;DB12455;DB00817;DB03966;DB04395;DB05488;DB00817;DB11943;DB12924;DB00828;DB01034;DB03017;DB03600;DB04302;DB04519;DB08359;DB08627;DB08628;DB01034;DB03017;DB08366;DB08407;DB01034;DB01992;DB02039;DB02316;DB03661;DB04524;DB01327;DB09050;DB01331;DB01629;DB02256;DB02681;DB03101;DB04485;DB06872;DB06873;DB07437;DB07439;DB01634;DB01657;DB02178;DB02928;DB03631;DB04325;DB04334;DB01638;DB04343;DB01639;DB02024;DB02758;DB02981;DB03553;DB03629;DB03662;DB03750;DB04083;DB04299;DB04467;DB04762;DB04765;DB08845;DB01643;DB01643;DB01812;DB04205;DB01655;DB01923;DB02630;DB03855;DB04034;DB01661;DB01673;DB02314;DB03801;DB08105;DB08106;DB08107;DB08108;DB08112;DB01690;DB01691;DB01865;DB02379;DB03030;DB03534;DB04030;DB08265;DB08604;DB08605;DB01694;DB01715;DB02927;DB02941;DB03624;DB03775;DB01717;DB01727;DB02190;DB03461;DB04279;DB01727;DB01747;DB02724;DB03436;DB13949;DB14520;DB01752;DB01758;DB03325;DB01774;DB03461;DB01783;DB01992;DB04395;DB01785;DB04714;DB01799;DB02480;DB03165;DB03366;DB04160;DB04170;DB01813;DB03553;DB03993;DB04063;DB01813;DB02142;DB03997;DB01814;DB02379;DB02415;DB02613;DB02626;DB02700;DB02724;DB02767;DB02865;DB02907;DB03017;DB03111;DB03548;DB03574;DB04039;DB04160;DB04220;DB04526;DB08231;DB01817;DB01819;DB02726;DB01828;DB04147;DB01839;DB02059;DB01861;DB02007;DB03366;DB03435;DB03488;DB01861;DB03435;DB03685;DB01861;DB02421;DB02790;DB03397;DB03435;DB04097;DB01862;DB01885;DB01920;DB02228;DB02294;DB02632;DB04116;DB04155;DB04382;DB04465;DB04530;DB13503;DB01862;DB01992;DB02632;DB01862;DB08297;DB01917;DB01934;DB02080;DB06904;DB01936;DB03909;DB04444;DB01942;DB02262;DB03247;DB01942;DB01942;DB01942;DB01942;DB01942;DB03116;DB04328;DB04539;DB01942;DB02276;DB04310;DB04368;DB08523;DB01942;DB01955;DB01956;DB01965;DB02333;DB03413;DB03800;DB01967;DB02191;DB03916;DB04154;DB01972;DB02134;DB02377;DB03942;DB01972;DB03942;DB04296;DB01987;DB01987;DB01992;DB02516;DB01992;DB03278;DB03940;DB01992;DB03397;DB03814;DB02007;DB02445;DB02446;DB02657;DB03581;DB03814;DB02023;DB02031;DB02223;DB02256;DB02301;DB02467;DB02752;DB02899;DB03038;DB03157;DB03274;DB03541;DB03558;DB03761;DB03800;DB03818;DB04447;DB04457;DB04503;DB04530;DB04586;DB04696;DB08131;DB02038;DB02059;DB02066;DB02113;DB02896;DB02934;DB02947;DB03172;DB03528;DB03735;DB03952;DB03986;DB04198;DB04335;DB04441;DB02076;DB03909;DB02078;DB02088;DB02151;DB02909;DB03799;DB04015;DB07304;DB07305;DB07308;DB07407;DB07408;DB07591;DB07758;DB07759;DB08451;DB08666;DB08667;DB08668;DB08669;DB08670;DB08671;DB08718;DB08757;DB08758;DB02109;DB02493;DB02666;DB02836;DB02954;DB03146;DB04315;DB04460;DB04566;DB02119;DB02596;DB03197;DB04047;DB04158;DB04610;DB02123;DB02129;DB02262;DB03801;DB04252;DB02130;DB04242;DB02134;DB02377;DB02142;DB02783;DB02151;DB02229;DB03799;DB03816;DB04015;DB02153;DB02196;DB03435;DB02196;DB02209;DB02496;DB02515;DB02236;DB02930;DB03434;DB03909;DB04395;DB02236;DB02540;DB02794;DB04264;DB02251;DB06864;DB02260;DB04530;DB04560;DB02263;DB03814;DB02270;DB02508;DB04160;DB02270;DB02274;DB02725;DB04083;DB02314;DB03590;DB03801;DB02319;DB02325;DB03247;DB04392;DB02325;DB04395;DB09462;DB02325;DB03212;DB03237;DB03603;DB03734;DB02333;DB03258;DB02345;DB02345;DB02761;DB03049;DB04217;DB02364;DB03366;DB04519;DB02379;DB02379;DB02379;DB02843;DB03323;DB02379;DB02379;DB02379;DB04173;DB02379;DB03323;DB03995;DB04530;DB08227;DB02384;DB03793;DB02399;DB02961;DB02415;DB04147;DB02430;DB02431;DB03687;DB03854;DB02431;DB03403;DB02437;DB03801;DB02437;DB03830;DB02445;DB03951;DB02451;DB04147;DB02456;DB02883;DB03403;DB04555;DB02461;DB03487;DB04156;DB02496;DB02948;DB03649;DB04272;DB02501;DB03582;DB02527;DB02552;DB02594;DB02595;DB02595;DB03709;DB02609;DB02745;DB04485;DB02749;DB03452;DB03499;DB04272;DB02761;DB02767;DB03017;DB04147;DB08231;DB02799;DB02831;DB02823;DB03498;DB04031;DB04522;DB02832;DB02843;DB02890;DB03668;DB02897;DB03461;DB02930;DB02930;DB02937;DB04099;DB04160;DB02937;DB04551;DB02965;DB03003;DB03026;DB03026;DB04326;DB03026;DB03026;DB03051;DB03147;DB04398;DB03068;DB04385;DB03091;DB03117;DB03142;DB04062;DB03142;DB03246;DB03485;DB04062;DB03147;DB03147;DB03247;DB03461;DB03698;DB03147;DB03147;DB03147;DB03461;DB03147;DB03147;DB03147;DB07296;DB03147;DB03147;DB03147;DB03148;DB03152;DB07349;DB07923;DB07924;DB03160;DB03228;DB03247;DB04138;DB04253;DB04272;DB04392;DB03232;DB03247;DB03247;DB03345;DB03252;DB03814;DB03256;DB03685;DB03317;DB03350;DB03363;DB04267;DB03366;DB03811;DB04447;DB09462;DB03374;DB03419;DB03685;DB03434;DB03586;DB03814;DB04807;DB03461;DB04447;DB03461;DB03461;DB03462;DB03464;DB03543;DB03544;DB03544;DB03553;DB03566;DB03614;DB03619;DB03619;DB03825;DB04209;DB03688;DB03692;DB03754;DB03754;DB03775;DB03793;DB03793;DB03795;DB03811;DB04201;DB03813;DB03814;DB03814;DB03814;DB03814;DB03915;DB03939;DB04135;DB03967;DB04147;DB03975;DB03989;DB04039;DB04147;DB04233;DB04075;DB04395;DB04444;DB04079;DB04147;DB04082;DB04083;DB04087;DB04092;DB04104;DB04137;DB04272;DB04147;DB04233;DB04147;DB04147;DB04233;DB04147;DB04233;DB04147;DB04156;DB04233;DB04233;DB04233;DB07084;DB04243;DB04272;DB04272;DB04272;DB04272;DB04284;DB04455;DB04286;DB04315;DB04317;DB04351;DB04380;DB04395;DB04395;DB04395;DB04395;DB04396;DB04401;DB04450;DB08404;DB08405;DB04464;DB04464;DB07349;DB04464;DB07349;DB04464;DB07349;DB04464;DB04464;DB04517;DB04566;DB04631;DB07671;DB08690;DB04631;DB07671;DB08690;DB04631;DB07671;DB08690;DB04631;DB07671;DB08690;DB04651;DB04695;DB04714;DB07404;DB07409;DB07410;DB07426;DB07780;DB05540;DB06998;DB07490;DB07918;DB07490;DB07918;DB07490;DB07918;DB07571;DB07918;DB07918;DB07918;DB07928;DB08074;DB08075;DB08076;DB08144;DB08145;DB08146;DB08314;DB08315;DB08316;DB08317;DB08318;DB08168;DB08231;DB08437;DB08506;DB08648;DB08689;DB08689;DB08690;DB09462;DB09462;DB13179;DB07118;DB01369;DB02451;DB02726;DB03247;DB03419;DB03904;DB04199;DB05659;DB07649;DB01147;DB04647,Non-Viral_Bacteria,2
255,216597,Salmonella enterica SUBSPECIES ENTERICA SEROVAR TYPHIMURIUM STRAIN SL1344,0,1,NA,DB01992;DB03615;DB01606;DB02614;DB02642;DB02841;DB03640;DB04037;DB04430;DB02703;DB03746;DB04346;DB04555;DB01942;DB03801;DB02772;DB00173;DB01688;DB01726;DB02030;DB02163;DB02382;DB02591;DB02770;DB02819;DB02905;DB02962;DB03018;DB03079;DB03177;DB03180;DB03200;DB03255;DB03366;DB03887;DB04052;DB04120;DB04130;DB04176;DB04532;DB04533;DB01632;DB02262;DB01752;DB04522;DB01752;DB01796;DB01857;DB01861;DB02452;DB01972;DB01992;DB03230;DB01992;DB02175;DB02022;DB02038;DB02142;DB02059;DB03069;DB02365;DB02379;DB02379;DB02431;DB02452;DB03222;DB03258;DB02482;DB03433;DB02549;DB02663;DB03147;DB03171;DB04143;DB07732;DB07745;DB07748;DB07773;DB07890;DB07894;DB07925;DB07951;DB07952;DB07953;DB03171;DB04143;DB07732;DB07745;DB07748;DB07773;DB07890;DB07894;DB07925;DB07951;DB07952;DB07953;DB03247;DB03366;DB03723;DB03751;DB03758;DB03909;DB04568;DB04561;DB04627;DB07365,Non-Viral_Bacteria,2
259,90371,Salmonella enterica SUBSPECIES ENTERICA SEROVAR TYPHIMURIUM,1,1,DB01942;DB03801;DB02772,DB01942;DB03801;DB02772,Non-Viral_Bacteria,2
260,1836,Saccharopolyspora erythraea,0,1,NA,DB01536;DB03369;DB04070,Non-Viral_Bacteria,2
261,727,Haemophilus influenzae,1,1,DB00535;DB04233,DB00535;DB04233,Non-Viral_Bacteria,2
264,441772,Clostridium botulinum F STRAIN LANGELAND,0,1,NA,DB01705;DB02379;DB03721;DB13903;DB07818;DB07819;DB13900;DB07818;DB07819;DB13897;DB13898;DB13899;DB13901;DB13902,Non-Viral_Bacteria,2
265,243365,Chromobacterium violaceum STRAIN ATCC 12472,1,1,DB03884,DB03884,Non-Viral_Bacteria,2
266,158879,Staphylococcus aureus SUBSPECIES AUREUS / STRAIN N315,0,1,NA,DB00274;DB00430;DB01000;DB01607;DB00410;DB00417;DB01603;DB00487;DB01051;DB00537;DB00537;DB00713;DB01051;DB01123;DB03608;DB03808;DB01598;DB06211;DB01778;DB01906;DB02119;DB02489;DB03231;DB03571;DB04168;DB04400;DB04425;DB06906;DB02153;DB03059;DB02379;DB03721;DB04465;DB02443;DB02968;DB04041;DB02642;DB04133;DB09324;DB02763;DB03138;DB03352;DB02968;DB03530;DB03654;DB04205;DB04310;DB04464;DB04695;DB07420;DB07424;DB04918;DB07938;DB08234;DB08741;DB06847;DB07140;DB07142;DB07153;DB08234;DB04147;DB07805;DB02592;DB04347;DB05224;DB08604;DB11155;DB00548;DB01882;DB02408;DB08160;DB07497;DB01803;DB04276;DB01882;DB02408;DB02039;DB03059;DB03169;DB02153;DB04310;DB02234;DB02772;DB03147;DB03355;DB03945;DB04447;DB01190;DB01053,Non-Viral_Bacteria,2
311,122586,Neisseria meningitidis SEROGROUP B STRAIN MC58,1,1,DB04074,DB04074,Non-Viral_Bacteria,2
312,636,Edwardsiella tarda,0,0,NA,NA,Non-Viral_Bacteria,2
313,272561,Chlamydia trachomatis STRAIN D / UW-3 / CX,0,0,NA,NA,Non-Viral_Bacteria,2
314,1260,Finegoldia magna,1,1,DB00788;DB03600,DB00788;DB03600,Non-Viral_Bacteria,2
315,243243,Mycobacterium avium STRAIN 104,0,1,NA,DB00260;DB02930;DB03222;DB04444,Non-Viral_Bacteria,2
316,588858,Salmonella enterica SUBSPECIES ENTERICA SEROVAR TYPHIMURIUM STRAIN 14028S,0,1,NA,DB01992;DB03615;DB01606;DB02614;DB02642;DB02841;DB03640;DB04037;DB04430;DB02703;DB03746;DB04346;DB04555;DB01942;DB03801;DB02772;DB00173;DB01688;DB01726;DB02030;DB02163;DB02382;DB02591;DB02770;DB02819;DB02905;DB02962;DB03018;DB03079;DB03177;DB03180;DB03200;DB03255;DB03366;DB03887;DB04052;DB04120;DB04130;DB04176;DB04532;DB04533;DB01632;DB02262;DB01752;DB04522;DB01752;DB01796;DB01857;DB01861;DB02452;DB01972;DB01992;DB03230;DB01992;DB02175;DB02022;DB02038;DB02142;DB02059;DB03069;DB02365;DB02379;DB02379;DB02431;DB02452;DB03222;DB03258;DB02482;DB03433;DB02549;DB02663;DB03147;DB03171;DB04143;DB07732;DB07745;DB07748;DB07773;DB07890;DB07894;DB07925;DB07951;DB07952;DB07953;DB03171;DB04143;DB07732;DB07745;DB07748;DB07773;DB07890;DB07894;DB07925;DB07951;DB07952;DB07953;DB03247;DB03366;DB03723;DB03751;DB03758;DB03909;DB04568;DB04561;DB04627;DB07365,Non-Viral_Bacteria,2
317,224914,Brucella melitensis BIOTYPE 1 STRAIN 16M,0,0,NA,NA,Non-Viral_Bacteria,2
318,242619,Porphyromonas gingivalis STRAIN W83,1,1,DB07813,DB07813,Non-Viral_Bacteria,2
329,585,Proteus vulgaris,1,1,DB03814,DB03814,Non-Viral_Bacteria,2
339,257310,Bordetella bronchiseptica STRAIN RB50,0,0,NA,NA,Non-Viral_Bacteria,2
340,271848,Burkholderia thailandensis STRAIN E264,0,0,NA,NA,Non-Viral_Bacteria,2
351,747,Pasteurella multocida,0,0,NA,NA,Non-Viral_Bacteria,2
366,148942,Streptococcus equi SUBSPECIES EQUI,0,0,NA,NA,Non-Viral_Bacteria,2
424,2115,Mycoplasma fermentans,0,0,NA,NA,Non-Viral_Bacteria,2
425,272635,Mycoplasma pulmonis STRAIN UAB CTIP,0,0,NA,NA,Non-Viral_Bacteria,2
430,2100,Mycoplasma hyorhinis,0,0,NA,NA,Non-Viral_Bacteria,2
431,212717,Clostridium tetani STRAIN E88,1,1,DB02265;DB02379;DB03721;DB04265;DB04465;DB11604,DB02265;DB02379;DB03721;DB04265;DB04465;DB11604,Non-Viral_Bacteria,2
433,637910,Citrobacter rodentium STRAIN ICC168,0,0,NA,NA,Non-Viral_Bacteria,2
434,295358,Mycoplasma hyopneumoniae STRAIN 232,0,0,NA,NA,Non-Viral_Bacteria,2
435,262719,Mycoplasma hyopneumoniae STRAIN J,0,0,NA,NA,Non-Viral_Bacteria,2
441,158878,Staphylococcus aureus STRAIN Mu50 / ATCC 700699,1,1,DB00548;DB01882;DB02408;DB08160;DB07497,DB00548;DB01882;DB02408;DB08160;DB07497,Non-Viral_Bacteria,2
443,666,Vibrio cholerae,1,1,DB03077;DB08348,DB03077;DB08348,Non-Viral_Bacteria,2
444,471472,strain 434/Bu / ATCC VR-902B (chlt2),0,0,NA,NA,Non-Viral_Bacteria,2
454,272621,strain ATCC 700396 / NCK56 / N2 / NCFM (lacac),0,0,NA,NA,Non-Viral_Bacteria,2
457,446,Legionella pneumophila,0,0,NA,NA,Non-Viral_Bacteria,2
458,487,Neisseria meningitidis,1,1,DB01819;DB02787;DB03499;DB02065;DB02976;DB02976;DB03147;DB03994;DB04147;DB04555,DB01819;DB02787;DB03499;DB02065;DB02976;DB02976;DB03147;DB03994;DB04147;DB04555,Non-Viral_Bacteria,2
465,1309,Streptococcus mutans,0,1,NA,DB02263;DB03461;DB03161;DB03751;DB03247,Non-Viral_Bacteria,2
468,1334565,Listeria monocytogenes serotype 1/2a (lismg),0,1,NA,DB00485;DB01692;DB03654;DB04447;DB02343;DB03106,Non-Viral_Bacteria,2
